anio,concepto,rotulo,documento_origen,estado_financiero,pagina,nota,evidencia_linea,valor_pdf,valor_consolidado,coincide,estado,confianza
2024,i_resultado_antes_impuestos,Resultado antes de impuestos,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,Resultado antes de impuestos a las ganancias $ 36.615 $ 118.499,36615,36615.0,True,ACEPTADO,ALTA
2025,i_resultado_antes_impuestos,Resultado antes de impuestos,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado antes de impuestos a las ganancias $ 58.236 $ 36.615,58236,58236.0,True,ACEPTADO,ALTA
2020,i_gasto_impuesto_corriente,Gasto impuesto corriente,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,12.1,Gasto por impuestos a las ganancias 12.1 32.925 27.533,27533,27533.0,True,ACEPTADO,ALTA
2021,i_gasto_impuesto_corriente,Gasto impuesto corriente,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,12.1,Gasto por impuestos a las ganancias 12.1 32.925 27.533,32925,32925.0,True,ACEPTADO,ALTA
2022,i_gasto_impuesto_corriente,Gasto impuesto corriente,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,11.1,Gasto por impuestos a las ganancias 11.1 37.950 32.925,37950,37950.0,True,ACEPTADO,ALTA
2023,i_gasto_impuesto_corriente,Gasto impuesto corriente,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,11.1,Gasto por impuestos a las ganancias 11.1 42.176 37.950,42176,42176.0,True,ACEPTADO,ALTA
2024,i_gasto_impuesto_corriente,Gasto impuesto corriente,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,36.1,Gasto por impuestos a las ganancias 36.1 21.974 42.176,21974,21974.0,True,ACEPTADO,ALTA
2025,i_gasto_impuesto_corriente,Gasto impuesto corriente,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,35.1,Gasto por impuestos a las ganancias 35.1 27.545 21.974,27545,27545.0,True,ACEPTADO,ALTA
2020,i_gasto_impuesto_diferido,Gasto/(ingreso) impuesto diferido,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,12.1,Gasto/ (Ingreso) por impuesto diferido 12.1 (8.389) 4.404,4404,4404.0,True,ACEPTADO,ALTA
2021,i_gasto_impuesto_diferido,Gasto/(ingreso) impuesto diferido,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,12.1,Gasto/ (Ingreso) por impuesto diferido 12.1 (8.389) 4.404,-8389,-8389.0,True,ACEPTADO,ALTA
2022,i_gasto_impuesto_diferido,Gasto/(ingreso) impuesto diferido,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,11.1,Gasto/ Ingreso por impuesto diferido 11.1 (9.058) (8.389),-9058,-9058.0,True,ACEPTADO,ALTA
2023,i_gasto_impuesto_diferido,Gasto/(ingreso) impuesto diferido,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,11.1,Gasto/ Ingreso por impuesto diferido 11.1 6.197 (9.058),6197,6197.0,True,ACEPTADO,ALTA
2024,i_gasto_impuesto_diferido,Gasto/(ingreso) impuesto diferido,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,Gasto/ Ingreso por impuesto diferido 12 (6.356) 6.197,-6356,-6356.0,True,ACEPTADO,ALTA
2025,i_gasto_impuesto_diferido,Gasto/(ingreso) impuesto diferido,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Gasto/ Ingreso por impuesto diferido 12 (256) (6.356),-256,-256.0,True,ACEPTADO,ALTA
2020,i_resultado_del_ejercicio,Resultado del ejercicio,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Utilidad del periodo $ 47.632 $ 58.220,58220,58220.0,True,ACEPTADO,ALTA
2021,i_resultado_del_ejercicio,Resultado del ejercicio,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Utilidad del periodo $ 47.632 $ 58.220,47632,47632.0,True,ACEPTADO,ALTA
2022,i_resultado_del_ejercicio,Resultado del ejercicio,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado del Ejercicio $ 36.237 $ 47.632,36237,36237.0,True,ACEPTADO,ALTA
2023,i_resultado_del_ejercicio,Resultado del ejercicio,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado del Ejercicio $ 70.126 $ 36.237,70126,70126.0,True,ACEPTADO,ALTA
2024,i_resultado_del_ejercicio,Resultado del ejercicio,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,Resultado del Ejercicio $ 20.997 $ 70.126,20997,20997.0,True,ACEPTADO,ALTA
2025,i_resultado_del_ejercicio,Resultado del ejercicio,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado del Ejercicio $ 30.947 $ 20.997,30947,30947.0,True,ACEPTADO,ALTA
2020,i_ori_titulos,ORI - titulares participativos,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Resultado por valorización títulos participativos. 1 -,,,True,ACEPTADO,ALTA
2021,i_ori_titulos,ORI - titulares participativos,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Resultado por valorización títulos participativos. 1 -,1,1.0,True,ACEPTADO,ALTA
2022,i_ori_titulos,ORI - titulares participativos,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización títulos participativos. - 1,,,True,ACEPTADO,ALTA
2023,i_ori_titulos,ORI - titulares participativos,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización títulos participativos. - -,,,True,ACEPTADO,ALTA
2024,i_ori_titulos,ORI - titulares participativos,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,Resultado por valorización títulos participativos. (123) -,-123,-123.0,True,ACEPTADO,ALTA
2025,i_ori_titulos,ORI - titulares participativos,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización títulos participativos. (11) (123),-11,-11.0,True,ACEPTADO,ALTA
2020,i_ori_actuarial,ORI - actuarial pensionados,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Resultado por valorización actuarial de pensionados (37) -,,,True,ACEPTADO,ALTA
2021,i_ori_actuarial,ORI - actuarial pensionados,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Resultado por valorización actuarial de pensionados (37) -,-37,-37.0,True,ACEPTADO,ALTA
2022,i_ori_actuarial,ORI - actuarial pensionados,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización actuarial de pensionados 18 46 (37),46,46.0,True,ACEPTADO,ALTA
2023,i_ori_actuarial,ORI - actuarial pensionados,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización actuarial de pensionados 18 (63) 46,-63,-63.0,True,ACEPTADO,ALTA
2024,i_ori_actuarial,ORI - actuarial pensionados,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,Resultado por valorización actuarial de pensionados 19 3 (63),3,3.0,True,ACEPTADO,ALTA
2025,i_ori_actuarial,ORI - actuarial pensionados,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización actuarial de pensionados 19 (4) 3,-4,-4.0,True,ACEPTADO,ALTA
2020,i_ori_inmuebles,ORI - bienes inmuebles,Estados Financieros_2021.pdf,,,,,,,,NO_ENCONTRADO,
2021,i_ori_inmuebles,ORI - bienes inmuebles,Estados Financieros_2021.pdf,,,,,,,,NO_ENCONTRADO,
2022,i_ori_inmuebles,ORI - bienes inmuebles,Estados Financieros_2022.pdf,,,,,,2465.0,,NO_ENCONTRADO,
2023,i_ori_inmuebles,ORI - bienes inmuebles,Estados Financieros_2023.pdf,,,,,,,,NO_ENCONTRADO,
2024,i_ori_inmuebles,ORI - bienes inmuebles,Estados Financieros_2024.pdf,,,,,,,,NO_ENCONTRADO,
2025,i_ori_inmuebles,ORI - bienes inmuebles,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Resultado por valorización de bienes inmuebles 4.666 -,4666,4666.0,True,ACEPTADO,ALTA
2020,i_impuesto_diferido_ori,ORI - impuesto diferido,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Impuesto diferido (464) (146),-146,-146.0,True,ACEPTADO,ALTA
2021,i_impuesto_diferido_ori,ORI - impuesto diferido,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Impuesto diferido (464) (146),-464,-464.0,True,ACEPTADO,ALTA
2022,i_impuesto_diferido_ori,ORI - impuesto diferido,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,11.2,Impuesto diferido 11.2 a) (1.439) (464),-1439,-1439.0,True,ACEPTADO,ALTA
2023,i_impuesto_diferido_ori,ORI - impuesto diferido,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,11.2,Impuesto diferido 11.2 - (1.439),,,True,ACEPTADO,ALTA
2024,i_impuesto_diferido_ori,ORI - impuesto diferido,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,Impuesto diferido 12 50 -,50,50.0,True,ACEPTADO,ALTA
2025,i_impuesto_diferido_ori,ORI - impuesto diferido,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Impuesto diferido 12 2.412 50,2412,2412.0,True,ACEPTADO,ALTA
2020,i_ori_total,Total otro resultado integral,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Total otro resultado integral del periodo $ (500) $ (146),-146,-146.0,True,ACEPTADO,ALTA
2021,i_ori_total,Total otro resultado integral,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Total otro resultado integral del periodo $ (500) $ (146),-500,-500.0,True,ACEPTADO,ALTA
2022,i_ori_total,Total otro resultado integral,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Total otro resultado integral del periodo $ 1.072 $ (500),1072,1072.0,True,ACEPTADO,ALTA
2023,i_ori_total,Total otro resultado integral,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Total otro resultado integral del periodo $ (63) $ 1.072,-63,-63.0,True,ACEPTADO,ALTA
2024,i_ori_total,Total otro resultado integral,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,"Total, otro resultado integral del periodo $ (70) $ (63)",-70,-70.0,True,ACEPTADO,ALTA
2025,i_ori_total,Total otro resultado integral,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,"Total, otro resultado integral del periodo $ 7.063 $ (70)",7063,7063.0,True,ACEPTADO,ALTA
2020,i_comprehensivo_total,Resultado integral total,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Total utilidad del ejercicio y otro resultado integral $ 47.132 $ 58.074,58074,58074.0,True,ACEPTADO,ALTA
2021,i_comprehensivo_total,Resultado integral total,Estados Financieros_2021.pdf,ESTADO DE RESULTADO INTEGRAL,2,,Total utilidad del ejercicio y otro resultado integral $ 47.132 $ 58.074,47132,47132.0,True,ACEPTADO,ALTA
2022,i_comprehensivo_total,Resultado integral total,Estados Financieros_2022.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Total utilidad del ejercicio y otro resultado integral $ 37.309 $ 47.132,37309,37309.0,True,ACEPTADO,ALTA
2023,i_comprehensivo_total,Resultado integral total,Estados Financieros_2023.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,Total utilidad del ejercicio y otro resultado integral $ 70.063 $ 37.309,70063,70063.0,True,ACEPTADO,ALTA
2024,i_comprehensivo_total,Resultado integral total,Estados Financieros_2024.pdf,ESTADOS DE RESULTADO INTEGRALES,3,,"Total, utilidad del ejercicio y otro resultado integral $ 20.927 $ 70.063",20927,20927.0,True,ACEPTADO,ALTA
2025,i_comprehensivo_total,Resultado integral total,Estados Financieros_2025.pdf,ESTADOS DE RESULTADO INTEGRALES,2,,"Total, utilidad del ejercicio y otro resultado integral $ 38.010 $ 20.927",38010,38010.0,True,ACEPTADO,ALTA
2020,c_utilidad_del_ejercicio,CF - Utilidad del ejercicio,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Utilidad del periodo 23 $ 47.632 $ 58.220,58220,58220.0,True,ACEPTADO,ALTA
2021,c_utilidad_del_ejercicio,CF - Utilidad del ejercicio,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Utilidad del periodo 23 $ 47.632 $ 58.220,47632,47632.0,True,ACEPTADO,ALTA
2022,c_utilidad_del_ejercicio,CF - Utilidad del ejercicio,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Utilidad del periodo $ 36.237 $ 47.632,36237,36237.0,True,ACEPTADO,ALTA
2023,c_utilidad_del_ejercicio,CF - Utilidad del ejercicio,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Utilidad del periodo $ 70.126 $ 36.237,70126,70126.0,True,ACEPTADO,ALTA
2024,c_utilidad_del_ejercicio,CF - Utilidad del ejercicio,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Utilidad del periodo $ 20.997 $ 70.126,20997,20997.0,True,ACEPTADO,ALTA
2025,c_utilidad_del_ejercicio,CF - Utilidad del ejercicio,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Utilidad del periodo $ 30.947 $ 20.997,30947,30947.0,True,ACEPTADO,ALTA
2020,c_depreciacion,CF - Depreciacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación 32 1.365 2.527,2527,2527.0,True,ACEPTADO,ALTA
2021,c_depreciacion,CF - Depreciacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación 32 1.365 2.527,1365,1365.0,True,ACEPTADO,ALTA
2022,c_depreciacion,CF - Depreciacion,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación 31 606 1.365,606,606.0,True,ACEPTADO,ALTA
2023,c_depreciacion,CF - Depreciacion,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación 31 480 606,480,480.0,True,ACEPTADO,ALTA
2024,c_depreciacion,CF - Depreciacion,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Depreciación 32 530 480,530,530.0,True,ACEPTADO,ALTA
2025,c_depreciacion,CF - Depreciacion,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación 31 550 530,550,550.0,True,ACEPTADO,ALTA
2020,c_depreciacion_derecho_uso,CF - Depreciacion derecho de uso,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación Derechos de uso 32 1.403 1.577,1577,1577.0,True,ACEPTADO,ALTA
2021,c_depreciacion_derecho_uso,CF - Depreciacion derecho de uso,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación Derechos de uso 32 1.403 1.577,1403,1403.0,True,ACEPTADO,ALTA
2022,c_depreciacion_derecho_uso,CF - Depreciacion derecho de uso,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación Derechos de uso 31 1.481 1.403,1481,1481.0,True,ACEPTADO,ALTA
2023,c_depreciacion_derecho_uso,CF - Depreciacion derecho de uso,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación Derechos de uso 31 1.542 1.481,1542,1542.0,True,ACEPTADO,ALTA
2024,c_depreciacion_derecho_uso,CF - Depreciacion derecho de uso,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Depreciación Derechos de uso 32 1.723 1.542,1723,1723.0,True,ACEPTADO,ALTA
2025,c_depreciacion_derecho_uso,CF - Depreciacion derecho de uso,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Depreciación Derechos de uso 31 2.073 1.723,2073,2073.0,True,ACEPTADO,ALTA
2020,c_provisiones,CF - Provisiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Provisiones multas y litigios 3.374 2.646,2646,2646.0,True,ACEPTADO,ALTA
2021,c_provisiones,CF - Provisiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Provisiones multas y litigios 3.374 2.646,3374,3374.0,True,ACEPTADO,ALTA
2022,c_provisiones,CF - Provisiones,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Provisiones multas y litigios 7.157 3.374,7157,7157.0,True,ACEPTADO,ALTA
2023,c_provisiones,CF - Provisiones,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Provisiones multas y litigios 4.555 7.157,4555,4555.0,True,ACEPTADO,ALTA
2024,c_provisiones,CF - Provisiones,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Provisiones multas y litigios 141 4.555,141,141.0,True,ACEPTADO,ALTA
2025,c_provisiones,CF - Provisiones,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Provisiones multas y litigios 21 141,21,21.0,True,ACEPTADO,ALTA
2020,c_deterioro_cxc,CF - Deterioro cuentas por cobrar,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Deterioro cuentas por cobrar comisión Fiduciaria y otras cuentas 31 por cobrar, neto 2.199 (331)",-331,-331.0,True,ACEPTADO,ALTA
2021,c_deterioro_cxc,CF - Deterioro cuentas por cobrar,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Deterioro cuentas por cobrar comisión Fiduciaria y otras cuentas 31 por cobrar, neto 2.199 (331)",2199,2199.0,True,ACEPTADO,ALTA
2022,c_deterioro_cxc,CF - Deterioro cuentas por cobrar,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Deterioro cuentas por cobrar comisión fiduciaria y 30 2.130 2.199,2130,2130.0,True,ACEPTADO,ALTA
2023,c_deterioro_cxc,CF - Deterioro cuentas por cobrar,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Deterioro cuentas por cobrar comisión fiduciaria y 30 5.378 2.130,5378,5378.0,True,ACEPTADO,ALTA
2024,c_deterioro_cxc,CF - Deterioro cuentas por cobrar,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Deterioro cuentas por cobrar comisión fiduciaria y 31 (617) 5.378,-617,-617.0,True,ACEPTADO,ALTA
2025,c_deterioro_cxc,CF - Deterioro cuentas por cobrar,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Deterioro cuentas por cobrar comisión fiduciaria y 30 811 (617),811,811.0,True,ACEPTADO,ALTA
2020,c_reintegro_provisiones,CF - Reintegro provisiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Reintegro de otras provisiones, neto 35 (1.505) (6.023)",-6023,-6023.0,True,ACEPTADO,ALTA
2021,c_reintegro_provisiones,CF - Reintegro provisiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Reintegro de otras provisiones, neto 35 (1.505) (6.023)",-1505,-1505.0,True,ACEPTADO,ALTA
2022,c_reintegro_provisiones,CF - Reintegro provisiones,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Reintegro de otras provisiones, neto (1.788) (1.505)",-1788,-1788.0,True,ACEPTADO,ALTA
2023,c_reintegro_provisiones,CF - Reintegro provisiones,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Reintegro de otras provisiones, neto (2.302) (1.788)",-2302,-2302.0,True,ACEPTADO,ALTA
2024,c_reintegro_provisiones,CF - Reintegro provisiones,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,"Reintegro de otras provisiones, neto (1.907) (2.302)",-1907,-1907.0,True,ACEPTADO,ALTA
2025,c_reintegro_provisiones,CF - Reintegro provisiones,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Reintegro de otras provisiones, neto (1.074) (1.907)",-1074,-1074.0,True,ACEPTADO,ALTA
2020,c_valoracion_inversiones,CF - Valoracion inversiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Valoración de inversiones 6.690 (22.442),-22442,-22442.0,True,ACEPTADO,ALTA
2021,c_valoracion_inversiones,CF - Valoracion inversiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Valoración de inversiones 6.690 (22.442),6690,6690.0,True,ACEPTADO,ALTA
2022,c_valoracion_inversiones,CF - Valoracion inversiones,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Valoración de inversiones 12.034 6.690,12034,12034.0,True,ACEPTADO,ALTA
2023,c_valoracion_inversiones,CF - Valoracion inversiones,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Valoración de inversiones (57.064) 12.034,-57064,-57064.0,True,ACEPTADO,ALTA
2024,c_valoracion_inversiones,CF - Valoracion inversiones,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Valoración de inversiones (10.566) (57.064),-10566,-10566.0,True,ACEPTADO,ALTA
2025,c_valoracion_inversiones,CF - Valoracion inversiones,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Valoración de inversiones (17.891) (10.566),-17891,-17891.0,True,ACEPTADO,ALTA
2020,c_amortizacion_intangibles,CF - Amortizacion intangibles,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de intangibles 33 7.041 5.621,5621,5621.0,True,ACEPTADO,ALTA
2021,c_amortizacion_intangibles,CF - Amortizacion intangibles,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de intangibles 33 7.041 5.621,7041,7041.0,True,ACEPTADO,ALTA
2022,c_amortizacion_intangibles,CF - Amortizacion intangibles,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de intangibles 32 8.312 7.041,8312,8312.0,True,ACEPTADO,ALTA
2023,c_amortizacion_intangibles,CF - Amortizacion intangibles,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de intangibles 32 2.201 8.312,2201,2201.0,True,ACEPTADO,ALTA
2024,c_amortizacion_intangibles,CF - Amortizacion intangibles,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Amortización de intangibles 33 4.681 2.201,4681,4681.0,True,ACEPTADO,ALTA
2025,c_amortizacion_intangibles,CF - Amortizacion intangibles,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de intangibles 32 5.402 4.681,5402,5402.0,True,ACEPTADO,ALTA
2020,c_amortizacion_otros,CF - Amortizacion otros activos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de otros activos no financieros 33 4.686 4.165,4165,4165.0,True,ACEPTADO,ALTA
2021,c_amortizacion_otros,CF - Amortizacion otros activos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de otros activos no financieros 33 4.686 4.165,4686,4686.0,True,ACEPTADO,ALTA
2022,c_amortizacion_otros,CF - Amortizacion otros activos,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de otros activos no financieros 32 5.231 4.686,5231,5231.0,True,ACEPTADO,ALTA
2023,c_amortizacion_otros,CF - Amortizacion otros activos,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de otros activos no financieros 32 6.071 5.231,6071,6071.0,True,ACEPTADO,ALTA
2024,c_amortizacion_otros,CF - Amortizacion otros activos,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Amortización de otros activos no financieros 33 7.881 6.071,7881,7881.0,True,ACEPTADO,ALTA
2025,c_amortizacion_otros,CF - Amortizacion otros activos,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Amortización de otros activos no financieros 32 7.867 7.881,7867,7867.0,True,ACEPTADO,ALTA
2020,c_intereses_arrendamiento,CF - Intereses arrendamiento,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gastos por intereses sobre pasivos por arrendamiento 17 746 928,928,928.0,True,ACEPTADO,ALTA
2021,c_intereses_arrendamiento,CF - Intereses arrendamiento,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gastos por intereses sobre pasivos por arrendamiento 17 746 928,746,746.0,True,ACEPTADO,ALTA
2022,c_intereses_arrendamiento,CF - Intereses arrendamiento,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gastos por intereses sobre pasivos por 16 670 746,670,670.0,True,ACEPTADO,ALTA
2023,c_intereses_arrendamiento,CF - Intereses arrendamiento,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gastos por intereses sobre pasivos por 16 667 670,667,667.0,True,ACEPTADO,ALTA
2024,c_intereses_arrendamiento,CF - Intereses arrendamiento,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Gastos por intereses sobre pasivos por 15 695 667,695,695.0,True,ACEPTADO,ALTA
2025,c_intereses_arrendamiento,CF - Intereses arrendamiento,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gastos por intereses sobre pasivos por 15 578 695,578,578.0,True,ACEPTADO,ALTA
2020,c_gasto_impuesto_corriente,CF - Gasto impuesto corriente,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,12.1,Gasto por impuestos a las ganancias 12.1 32.925 27.533,27533,27533.0,True,ACEPTADO,ALTA
2021,c_gasto_impuesto_corriente,CF - Gasto impuesto corriente,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,12.1,Gasto por impuestos a las ganancias 12.1 32.925 27.533,32925,32925.0,True,ACEPTADO,ALTA
2022,c_gasto_impuesto_corriente,CF - Gasto impuesto corriente,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,11.1,Gasto por impuestos a las ganancias 11.1 37.950 32.925,37950,37950.0,True,ACEPTADO,ALTA
2023,c_gasto_impuesto_corriente,CF - Gasto impuesto corriente,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,11.1,Gasto por impuestos a las ganancias 11.1 42.176 37.950,42176,42176.0,True,ACEPTADO,ALTA
2024,c_gasto_impuesto_corriente,CF - Gasto impuesto corriente,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Gasto por impuestos a las ganancias 36 21.974 42.176,21974,21974.0,True,ACEPTADO,ALTA
2025,c_gasto_impuesto_corriente,CF - Gasto impuesto corriente,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gasto por impuestos a las ganancias 35 27.545 21.974,27545,27545.0,True,ACEPTADO,ALTA
