anio,concepto,rotulo,documento_origen,estado_financiero,pagina,nota,evidencia_linea,valor_pdf,valor_consolidado,coincide,estado,confianza
2023,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades $ (41.202) $ (58.407),-41202,-41202.0,True,ACEPTADO,ALTA
2024,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Flujo neto de efectivo (usado en) las actividades $ (61.642) $ (41.202),-61642,-61642.0,True,ACEPTADO,ALTA
2025,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades $ (7.179) $ (61.642),-7179,-7179.0,True,ACEPTADO,ALTA
2020,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2021.pdf,,,,,,-371.0,,NO_ENCONTRADO,
2021,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2021.pdf,,,,,,-22934.0,,NO_ENCONTRADO,
2022,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,(Disminución) aumento neto de efectivo $ (432) $ (22.934),-432,-432.0,True,ACEPTADO,ALTA
2023,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2023.pdf,,,,,,6774.0,,NO_ENCONTRADO,
2024,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2024.pdf,,,,,,19736.0,,NO_ENCONTRADO,
2025,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2025.pdf,,,,,,-1049.0,,NO_ENCONTRADO,
2020,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,Efectivo Restringido 18.880 18.880,18880,18880.0,True,ACEPTADO,ALTA
2021,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,Efectivo Restringido 18.880 18.880,18880,18880.0,True,ACEPTADO,ALTA
2022,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,Efectivo Restringido 1 18.880,1,1.0,True,ACEPTADO,ALTA
2023,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2023.pdf,,,,,,1.0,,NO_ENCONTRADO,
2024,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2024.pdf,,,,,,1474.0,,NO_ENCONTRADO,
2025,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2025.pdf,,,,,,1493.0,,NO_ENCONTRADO,
2020,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,Efectivo Sin Restricción 25.045 25.416,25416,25416.0,True,ACEPTADO,ALTA
2021,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,Efectivo Sin Restricción 25.045 25.416,25045,25045.0,True,ACEPTADO,ALTA
2022,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,Efectivo Sin Restricción $ 20.990 $ 25.045,20990,20990.0,True,ACEPTADO,ALTA
2023,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2023.pdf,,,,,,20558.0,,NO_ENCONTRADO,
2024,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2024.pdf,,,,,,25859.0,,NO_ENCONTRADO,
2025,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2025.pdf,,,,,,45576.0,,NO_ENCONTRADO,
2020,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,TOTAL EFECTIVO AL INICIO DE PERIODO 43.925 44.296,44296,44296.0,True,ACEPTADO,ALTA
2021,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,TOTAL EFECTIVO AL INICIO DE PERIODO 43.925 44.296,43925,43925.0,True,ACEPTADO,ALTA
2022,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6,,TOTAL EFECTIVO AL INICIO DE PERIODO $ 20.991 $ 43.925,20991,20991.0,True,ACEPTADO,ALTA
2023,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2023.pdf,,,,,,20559.0,,NO_ENCONTRADO,
2024,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2024.pdf,,,,,,27333.0,,NO_ENCONTRADO,
2025,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2025.pdf,,,,,,47069.0,,NO_ENCONTRADO,
2020,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2021.pdf,,,,,,43925.0,,NO_ENCONTRADO,
2021,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2021.pdf,,,,,,20991.0,,NO_ENCONTRADO,
2022,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2022.pdf,,,,,,20559.0,,NO_ENCONTRADO,
2023,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2023.pdf,,,,,,27333.0,,NO_ENCONTRADO,
2024,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2024.pdf,,,,,,47069.0,,NO_ENCONTRADO,
2025,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2025.pdf,,,,,,46020.0,,NO_ENCONTRADO,
